associatedReferences,verbatimTaxonRank,acceptedNameUsageID,traitName,measurementType,measurementTypeID,measurementMethod,measurementRemarks,recordLevel,measurementValue,valueSummary,measurementUnit,sampleSizeValue,variance,varianceMeasure,recordNumber,catalogNumber,eventDate,sex,lifeStage,locality,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,country,stateProvince,county,habitat
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.02,single observation,mm,NA,NA,NA,NA,LACM ENT 602457,1981-09-13,F,adult,"Gainesville, 10mi NE",NA,NA,NA,NA,NA,United States,Florida,Alachua,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa inconstans,gbif:1342370,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,9.05,single observation,mm,NA,NA,NA,NA,LACM ENT 602459,1965-10-21,F,adult,Iringa,NA,NA,NA,NA,NA,Tanzania,Iringa,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252679,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,7.23,single observation,mm,NA,NA,NA,NA,LACM ENT 602461,NA,F,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.32,single observation,mm,NA,NA,NA,NA,LACM ENT 602464,NA,F,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.78,single observation,mm,NA,NA,NA,NA,LACM ENT 602465,1975-09-05,F,adult,40 km. n. Soto la Marina,NA,NA,NA,NA,NA,Mexico,Tamaulipas,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252685,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.51,single observation,mm,NA,NA,NA,NA,LACM ENT 602466,1958-03-21,M,adult,"Sycamore Canyon, Baboquivaria Mts.",NA,NA,NA,NA,NA,United States,Arizona,Pima,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.59,single observation,mm,NA,NA,NA,NA,LACM ENT 602467,05/30/ 0000,F,adult,Victoria,NA,NA,NA,NA,NA,United States,Texas,Victoria,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252682,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.42,single observation,mm,NA,NA,NA,NA,LACM ENT 602468,1953-06-26,M,adult,"Westgard Pass, 7 Mi. West",NA,NA,NA,NA,NA,United States,California,Inyo,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.71,single observation,mm,NA,NA,NA,NA,LACM ENT 602471,1959-04-06,M,adult,Collier County,NA,NA,NA,NA,NA,United States,Florida,Collier,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,7.41,single observation,mm,NA,NA,NA,NA,LACM ENT 602472,1958-07-22,F,adult,Hilo,NA,NA,NA,NA,NA,United States,Hawaii,Hawaiʻi,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.21,single observation,mm,NA,NA,NA,NA,LACM ENT 602473,1976-04-11,M,adult,"Gainesville, Austin, Carey Forest, Hatchett Creek",NA,NA,NA,NA,NA,United States,Florida,Alachua,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252681,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.68,single observation,mm,NA,NA,NA,NA,LACM ENT 602474,1956-04-21,M,adult,El Marmol,NA,NA,NA,NA,NA,Mexico,Baja California,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.39,single observation,mm,NA,NA,NA,NA,LACM ENT 602475,1945-04-05,M,adult,Ivanhoe,NA,NA,NA,NA,NA,United States,North Carolina,Sampson,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252691,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.94,single observation,mm,NA,NA,NA,NA,LACM ENT 602476,1958-09-13,M,adult,"El Tajo Canyon, Sierra Juarez Mtns.",NA,NA,NA,NA,NA,Mexico,Baja California,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252683,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.06,single observation,mm,NA,NA,NA,NA,LACM ENT 602477,08/17-20/1955,M,adult,Madera Canyon,NA,NA,NA,NA,NA,United States,Arizona,Santa Cruz,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.94,single observation,mm,NA,NA,NA,NA,LACM ENT 602478,05/00/1950,F,adult,New Holland,NA,NA,NA,NA,NA,United States,North Carolina,Hyde,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.27,single observation,mm,NA,NA,NA,NA,LACM ENT 602479,1952-10-22,F,adult,Palmetto State Park,NA,NA,NA,NA,NA,United States,Texas,Gonzalez,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.15,single observation,mm,NA,NA,NA,NA,LACM ENT 602480,07/00/1958,F,adult,Augusta,NA,NA,NA,NA,NA,United States,Georgia,Augusta-Richmond,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.95,single observation,mm,NA,NA,NA,NA,LACM ENT 602481,1986-06-11,F,adult,Palm Beach County,NA,NA,NA,NA,NA,United States,Florida,Palm Beach,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252674,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,7.39,single observation,mm,NA,NA,NA,NA,LACM ENT 602482,00/00/1937,M,adult,Lone Pine,NA,NA,NA,NA,NA,United States,California,Inyo,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252676,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.97,single observation,mm,NA,NA,NA,NA,LACM ENT 602483,1958-09-07,F,adult,"Brown Canyon, Baboquivari Mts.",NA,NA,NA,NA,NA,United States,Arizona,Pima,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252689,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.7,single observation,mm,NA,NA,NA,NA,LACM ENT 602484,1958-09-10,M,adult,"El Progreso, Head of El Tajo Canyon. Sierra Juarez Mtns.",NA,NA,NA,NA,NA,Mexico,Baja California,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252677,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.74,single observation,mm,NA,NA,NA,NA,LACM ENT 602485,1958-09-07,F,adult,"Brown Canyon, Baboquivari Mts.",NA,NA,NA,NA,NA,United States,Arizona,Pima,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.86,single observation,mm,NA,NA,NA,NA,LACM ENT 602486,1929-07-14,M,adult,Manoa,NA,NA,NA,NA,NA,United States,Hawaii,Honolulu,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252675,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,7.19,single observation,mm,NA,NA,NA,NA,LACM ENT 602487,1958-09-08,F,adult,"Montezuma Pass, Huachuca Mts.",NA,NA,NA,NA,NA,United States,Arizona,Cochise,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.96,single observation,mm,NA,NA,NA,NA,LACM ENT 602488,1954-07-13,F,adult,Alachua county,NA,NA,NA,NA,NA,United States,Florida,Alachua,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.99,single observation,mm,NA,NA,NA,NA,LACM ENT 602489,1972-02-24,M,adult,No Name Key,NA,NA,NA,NA,NA,United States,Florida,Monroe,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa inconstans,gbif:1342370,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,8.19,single observation,mm,NA,NA,NA,NA,LACM ENT 602490,1965-10-12,F,adult,Iringa,NA,NA,NA,NA,NA,Tanzania,Iringa,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.35,single observation,mm,NA,NA,NA,NA,LACM ENT 602491,1955-02-23,F,adult,Alachua county,NA,NA,NA,NA,NA,United States,Florida,Alachua,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252680,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.53,single observation,mm,NA,NA,NA,NA,LACM ENT 602492,1959-05-27,F,adult,"Wildrose Canyon, Panamint Mts.",NA,NA,NA,NA,NA,United States,California,Inyo,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.76,single observation,mm,NA,NA,NA,NA,LACM ENT 602493,1970-12-17,M,adult,Key West,NA,NA,NA,NA,NA,United States,Florida,Monroe,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa micans,gbif:1342442,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.24,single observation,mm,NA,NA,NA,NA,LACM ENT 602496,1955-07-08,F,adult,Gainesville,NA,NA,NA,NA,NA,United States,Florida,Alachua,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252684,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.27,single observation,mm,NA,NA,NA,NA,LACM ENT 602497,1953-06-26,M,adult,"Westgard Pass, 7 Mi. West",NA,NA,NA,NA,NA,United States,California,Inyo,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.62,single observation,mm,NA,NA,NA,NA,LACM ENT 602498,1997-06-03,F,adult,"Oahu, Koko Crater Bot Garden",21.29°N,157.68°W,NA,NA,NA,United States,Hawaii,Honolulu,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252678,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.94,single observation,mm,NA,NA,NA,NA,LACM ENT 602499,1950-07-25,F,adult,Huachuca canyon,NA,NA,NA,NA,NA,United States,Arizona,Cochise,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa inconstans,gbif:1342370,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,9.68,single observation,mm,NA,NA,NA,NA,LACM ENT 602500,1969-03-15,F,adult,"Kapcherop Camp, 7100'",NA,NA,NA,NA,NA,Kenya,NA,Elgeyo-Marakwet County,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,7.37,single observation,mm,NA,NA,NA,NA,LACM ENT 602501,1958-07-22,F,adult,Hilo,NA,NA,NA,NA,NA,United States,Hawaii,Hawaiʻi,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252687,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.54,single observation,mm,NA,NA,NA,NA,LACM ENT 602502,1980-07-02,M,adult,"Green's Well, Clark Range",NA,NA,NA,NA,NA,United States,California,San Bernardino,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,7.19,single observation,mm,NA,NA,NA,NA,LACM ENT 602508,1997-06-01,F,adult,"Oahu, Koko Crater Bot Garden",21.29°N,157.68°W,NA,NA,NA,United States,Hawaii,Honolulu,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252701,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,7.25,single observation,mm,NA,NA,NA,NA,LACM ENT 602512,05/2-3/1964,F,adult,"Can. de Guadalupe, Sierra de Juarez",NA,NA,NA,NA,NA,Mexico,Baja California,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa virginica,gbif:1342324,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.28,single observation,mm,NA,NA,NA,NA,LACM ENT 602516,04/21-22/1952,F,adult,"Brushy Mountains, 1400-2000 ft.",,,NA,NA,NA,United States,North Carolina,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252700,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,7.79,single observation,mm,NA,NA,NA,NA,LACM ENT 602519,NA,F,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252690,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.94,single observation,mm,NA,NA,NA,NA,LACM ENT 602520,1958-09-14,F,adult,"El Tajo Canyon, Sierra Juarez Mtns.",NA,NA,NA,NA,NA,Mexico,Baja California,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252686,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,5.76,single observation,mm,NA,NA,NA,NA,LACM ENT 602521,1958-03-21,M,adult,"Sycamore Canyon, Baboquivaria Mts.",NA,NA,NA,NA,NA,United States,Arizona,Pima,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252699,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.2,single observation,mm,NA,NA,NA,NA,LACM ENT 602522,1958-09-07,M,adult,"Brown Canyon, Baboquivari Mts.",NA,NA,NA,NA,NA,United States,Arizona,Pima,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252692,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.69,single observation,mm,NA,NA,NA,NA,LACM ENT 602525,03/00/1940,M,adult,Tucson,NA,NA,NA,NA,NA,United States,Arizona,Pima,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252693,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.81,single observation,mm,NA,NA,NA,NA,LACM ENT 602527,05/2-3/1964,F,adult,"Can. de Guadalupe, Sierra de Juarez",NA,NA,NA,NA,NA,Mexico,Baja California,NA,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa californica arizonensis,gbif:6252688,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.63,single observation,mm,NA,NA,NA,NA,LACM ENT 602534,1955-05-30,M,adult,China Ranch,NA,NA,NA,NA,NA,United States,California,Inyo,NA
"Ostwald MM, Hirokawa R, Smith C, Rivas Trasvina S, Seltmann KC. 2025. Estimating body size in the large carpenter bees (Xylocopa). Journal of Melittology.",Xylocopa sonorina,gbif:9016167,body size,head width,http://purl.obolibrary.org/obo/HAO_0002268,NA,NA,individual,6.92,single observation,mm,NA,NA,NA,NA,LACM ENT 602537,1997-06-01,F,adult,"Oahu, Koko Crater Bot Garden",21.29°N,157.68°W,NA,NA,NA,United States,Hawaii,Honolulu,NA
