catalogNumber,acceptedNameUsage,acceptedNameUsageID,sex,recordLevel,traitName,measurementType,measurementTypeID,measurementRemarks,measurementValue,measurementUnit
LACM ENT 602497,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,male,individual,body size,ITD,HAO_0002584,NA,6.75,millimeters
LACM ENT 602466,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,male,individual,body size,ITD,HAO_0002584,NA,6.67,millimeters
LACM ENT 602521,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,male,individual,body size,ITD,HAO_0002584,NA,5.66,millimeters
LACM ENT 602502,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,male,individual,body size,ITD,HAO_0002584,NA,7.08,millimeters
LACM ENT 602534,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,male,individual,body size,ITD,HAO_0002584,NA,6.82,millimeters
LACM ENT 602484,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,male,individual,body size,ITD,HAO_0002584,NA,5.65,millimeters
LACM ENT 602476,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,male,individual,body size,ITD,HAO_0002584,NA,6.12,millimeters
LACM ENT 602525,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,male,individual,body size,ITD,HAO_0002584,NA,6.72,millimeters
LACM ENT 602552,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,male,individual,body size,ITD,HAO_0002584,NA,6.58,millimeters
LACM ENT 601558,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,male,individual,body size,ITD,HAO_0002584,NA,5.57,millimeters
LACM ENT 602522,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,male,individual,body size,ITD,HAO_0002584,NA,6.04,millimeters
UCSB-IZC00009226,"Xylocopa californica subsp. californica Cresson, 1879",NA,male,individual,body size,ITD,HAO_0002584,NA,5.91,millimeters
UCSB-IZC00009199,"Xylocopa californica subsp. californica Cresson, 1879",NA,male,individual,body size,ITD,HAO_0002584,NA,5.82,millimeters
UCSB-IZC00009220,"Xylocopa californica subsp. diamesa Hurd, 1955",GBIF:1342518,male,individual,body size,ITD,HAO_0002584,NA,5.99,millimeters
UCSB-IZC00009229,"Xylocopa californica subsp. diamesa Hurd, 1955",GBIF:1342518,male,individual,body size,ITD,HAO_0002584,NA,6.4,millimeters
LACM ENT 602487,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,ITD,HAO_0002584,NA,6.32,millimeters
LACM ENT 602483,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,ITD,HAO_0002584,NA,6.52,millimeters
LACM ENT 602485,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,ITD,HAO_0002584,NA,5.82,millimeters
LACM ENT 602499,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,ITD,HAO_0002584,NA,5.79,millimeters
LACM ENT 602461,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,ITD,HAO_0002584,NA,6.38,millimeters
LACM ENT 602492,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,ITD,HAO_0002584,NA,5.65,millimeters
LACM ENT 602520,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,ITD,HAO_0002584,NA,6.28,millimeters
LACM ENT 602527,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,ITD,HAO_0002584,NA,6.09,millimeters
LACM ENT 601551,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,ITD,HAO_0002584,NA,6.15,millimeters
LACM ENT 601491,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,ITD,HAO_0002584,NA,7.03,millimeters
LACM ENT 601528,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,ITD,HAO_0002584,NA,6.28,millimeters
LACM ENT 602519,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,ITD,HAO_0002584,NA,7.22,millimeters
LACM ENT 602512,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,ITD,HAO_0002584,NA,6.03,millimeters
LACM ENT 601454,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,ITD,HAO_0002584,NA,6.22,millimeters
LACM ENT 601675,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,ITD,HAO_0002584,NA,5.68,millimeters
UCSB-IZC00009217,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,ITD,HAO_0002584,NA,6.09,millimeters
UCSB-IZC00009223,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,ITD,HAO_0002584,NA,5.85,millimeters
UCSB-IZC00009205,"Xylocopa californica subsp. arizonensis Cresson, 1879",GBIF:6252674,female,individual,body size,ITD,HAO_0002584,NA,5.56,millimeters
UCSB-IZC00009211,"Xylocopa californica subsp. diamesa Hurd, 1955",GBIF:1342518,female,individual,body size,ITD,HAO_0002584,NA,5.83,millimeters
